episode	mean	max
3968	12695	39704
3969	12704.4	39704
3970	12718.6	39704
3971	12732.3	39704
3972	12743.8	39704
3973	12748	39704
3974	12756.8	39704
3975	12775.4	39704
3976	12781.5	39704
3977	12791	39704
3978	12808.1	39704
3979	12818.4	39704
3980	12826.7	39704
3981	12841.4	39704
3982	12855.8	39704
3983	12863	39704
3984	12877.2	39704
3985	12897.7	39704
3986	12924.5	39704
3987	12931.7	39704
3988	12941.6	39704
3989	12956.5	39704
3990	12970.5	39704
3991	12983	39704
3992	12992.6	39704
3993	13007.2	39704
3994	13019.3	39704
3995	13039.5	39704
3996	13052.3	39704
3997	13059.5	39704
3998	13071	39704
3999	13086.3	39704
4000	13100.2	39704
4001	14.088	14088
4002	21.728	14088
4003	39.764	18036
4004	52.5	18036
4005	72.908	20408
4006	82.748	20408
4007	94.436	20408
4008	103.856	20408
4009	113.764	20408
4010	117.904	20408
4011	131.204	20408
4012	146.932	20408
4013	153.268	20408
4014	165.74	20408
4015	180.176	20408
4016	196.64	20408
4017	215.264	20408
4018	233.512	20408
4019	241.888	20408
4020	260.284	20408
4021	278.456	20408
4022	285.544	20408
4023	306.1	20556
4024	313.556	20556
4025	324.84	20556
4026	328.996	20556
4027	343.364	20556
4028	352.02	20556
4029	360.02	20556
4030	369.136	20556
4031	380.452	20556
4032	390.412	20556
4033	397.596	20556
4034	403.972	20556
4035	418.304	20556
4036	433.46	20556
4037	442.304	20556
4038	457.324	20556
4039	466.604	20556
4040	481.088	20556
4041	493.004	20556
4042	513.328	20556
4043	539.696	26368
4044	551.344	26368
4045	567.012	26368
4046	584.876	26368
4047	597.124	26368
4048	610.248	26368
4049	620.04	26368
4050	639.812	26368
4051	656.588	26368
4052	671.108	26368
4053	694.52	26368
4054	703.408	26368
4055	721.116	26368
4056	729.3	26368
4057	748.336	26368
4058	769.044	26368
4059	778.636	26368
4060	802.492	26368
4061	819.172	26368
4062	823.232	26368
4063	840.968	26368
4064	849.192	26368
4065	860.448	26368
4066	872.536	26368
4067	887.46	26368
4068	895.24	26368
4069	903.916	26368
4070	922.068	26368
4071	929.02	26368
4072	944.428	26368
4073	960.26	26368
4074	970.552	26368
4075	997.72	27168
4076	1008.35	27168
4077	1029.42	27168
4078	1036.8	27168
4079	1058.48	27168
4080	1088.02	29548
4081	1101.07	29548
4082	1116	29548
4083	1121.78	29548
4084	1137.54	29548
4085	1145.24	29548
4086	1157.32	29548
4087	1167.82	29548
4088	1174.58	29548
4089	1191.18	29548
4090	1195.28	29548
4091	1210.84	29548
4092	1226.17	29548
4093	1247.87	29548
4094	1271.6	29548
4095	1288.12	29548
4096	1302.54	29548
4097	1319.74	29548
4098	1344.65	29548
4099	1354.21	29548
4100	1359.77	29548
4101	1378.76	29548
4102	1386.92	29548
4103	1397.94	29548
4104	1415.87	29548
4105	1433.01	29548
4106	1446.32	29548
4107	1454.97	29548
4108	1462.03	29548
4109	1476.66	29548
4110	1492.43	29548
4111	1505.49	29548
4112	1520.06	29548
4113	1536.01	29548
4114	1543.92	29548
4115	1560.02	29548
4116	1569.62	29548
4117	1575.35	29548
4118	1582.89	29548
4119	1594.29	29548
4120	1603.24	29548
4121	1619.89	29548
4122	1638.11	29548
4123	1647.14	29548
4124	1662.56	29548
4125	1692.78	30220
4126	1708.2	30220
4127	1711.24	30220
4128	1729.33	30220
4129	1737.68	30220
4130	1753.9	30220
4131	1767.26	30220
4132	1794.46	30220
4133	1797.97	30220
4134	1814.88	30220
4135	1827.57	30220
4136	1841.17	30220
4137	1844.64	30220
4138	1864.61	30220
4139	1888.07	30220
4140	1906.9	30220
4141	1915.51	30220
4142	1932.59	30220
4143	1946.67	30220
4144	1967	30220
4145	1984.43	30220
4146	1990.51	30220
4147	2001.57	30220
4148	2014.96	30220
4149	2028.06	30220
4150	2035.55	30220
4151	2043.42	30220
4152	2063.96	30220
4153	2072.13	30220
4154	2091.83	30220
4155	2108.14	30220
4156	2113.04	30220
4157	2133.12	30220
4158	2140.45	30220
4159	2157.6	30220
4160	2182.38	30220
4161	2190.08	30220
4162	2207.27	30220
4163	2217.18	30220
4164	2226.47	30220
4165	2243.64	30220
4166	2255.9	30220
4167	2269.84	30220
4168	2285.95	30220
4169	2300.56	30220
4170	2326.68	30220
4171	2345.37	30220
4172	2353.2	30220
4173	2371.65	30220
4174	2388.15	30220
4175	2403.94	30220
4176	2425.81	30220
4177	2433.23	30220
4178	2459.75	30220
4179	2474.27	30220
4180	2478.4	30220
4181	2496.7	30220
4182	2516.84	30220
4183	2533.3	30220
4184	2554.92	30220
4185	2571.8	30220
4186	2585.3	30220
4187	2597.92	30220
4188	2610.17	30220
4189	2624.4	30220
4190	2641.02	30220
4191	2651.28	30220
4192	2664.15	30220
4193	2673.7	30220
4194	2693.72	30220
4195	2705.2	30220
4196	2715.03	30220
4197	2729.56	30220
4198	2736.16	30220
4199	2748.64	30220
4200	2766.44	30220
4201	2775.36	30220
4202	2805.26	30220
4203	2814.85	30220
4204	2832.78	30220
4205	2842.35	30220
4206	2865.08	30220
4207	2877.38	30220
4208	2895.18	30220
4209	2905.81	30220
4210	2920.47	30220
4211	2946.89	30220
4212	2956.09	30220
4213	2972.82	30220
4214	2986.64	30220
4215	2994.83	30220
4216	3003.59	30220
4217	3026.56	30220
4218	3047.02	30220
4219	3051.16	30220
4220	3067.22	30220
4221	3093.8	30220
4222	3126.01	32212
4223	3145.22	32212
4224	3152	32212
4225	3161.62	32212
4226	3179.46	32212
4227	3196.68	32212
4228	3215.37	32212
4229	3238.18	32212
4230	3250.12	32212
4231	3257.36	32212
4232	3273.42	32212
4233	3291.13	32212
4234	3310.74	32212
4235	3317.04	32212
4236	3323.57	32212
4237	3339.06	32212
4238	3359.44	32212
4239	3369.43	32212
4240	3385.56	32212
4241	3399.65	32212
4242	3409.23	32212
4243	3424.25	32212
4244	3432.56	32212
4245	3456.31	32212
4246	3471.99	32212
4247	3486.9	32212
4248	3504.02	32212
4249	3513.62	32212
4250	3522.11	32212
4251	3530.93	32212
4252	3548.74	32212
4253	3557.78	32212
4254	3572.42	32212
4255	3576.59	32212
4256	3594.78	32212
4257	3610.5	32212
4258	3618.28	32212
4259	3622.39	32212
4260	3632.04	32212
4261	3644.7	32212
4262	3659.32	32212
4263	3684.68	32212
4264	3689.92	32212
4265	3708.43	32212
4266	3721.94	32212
4267	3738.4	32212
4268	3754.31	32212
4269	3767.3	32212
4270	3783.44	32212
4271	3793.09	32212
4272	3800.4	32212
4273	3810.11	32212
4274	3825.74	32212
4275	3832.81	32212
4276	3842.4	32212
4277	3851.8	32212
4278	3865.94	32212
4279	3882.28	32212
4280	3888.36	32212
4281	3905.2	32212
4282	3922.22	32212
4283	3936.45	32212
4284	3950.66	32212
4285	3969.58	32212
4286	3979.08	32212
4287	4011.96	32888
4288	4028.42	32888
4289	4042.9	32888
4290	4057.31	32888
4291	4065.49	32888
4292	4077.7	32888
4293	4092.11	32888
4294	4106.03	32888
4295	4114.57	32888
4296	4123.48	32888
4297	4136.32	32888
4298	4163.12	32888
4299	4169.29	32888
4300	4180.96	32888
4301	4208.93	32888
4302	4214.34	32888
4303	4222.53	32888
4304	4240.65	32888
4305	4250.43	32888
4306	4270.08	32888
4307	4277.87	32888
4308	4292.92	32888
4309	4310.81	32888
4310	4327.25	32888
4311	4342.38	32888
4312	4356.42	32888
4313	4384.8	32888
4314	4400.41	32888
4315	4416.61	32888
4316	4432.75	32888
4317	4445.08	32888
4318	4470.26	32888
4319	4479.22	32888
4320	4488.48	32888
4321	4500.22	32888
4322	4509.62	32888
4323	4521.97	32888
4324	4531.93	32888
4325	4548.52	32888
4326	4566.52	32888
4327	4587.06	32888
4328	4611.43	32888
4329	4627.54	32888
4330	4642.86	32888
4331	4654.93	32888
4332	4662.23	32888
4333	4670.94	32888
4334	4692.06	32888
4335	4705.52	32888
4336	4711.75	32888
4337	4728.64	32888
4338	4755.32	32888
4339	4781.12	32888
4340	4789.27	32888
4341	4806.99	32888
4342	4819.04	32888
4343	4843.24	32888
4344	4860.47	32888
4345	4872.68	32888
4346	4880.12	32888
4347	4892.37	32888
4348	4904.52	32888
4349	4908.66	32888
4350	4933.36	32888
4351	4945.67	32888
4352	4963.04	32888
4353	4981.68	32888
4354	5013.92	32888
4355	5022.11	32888
4356	5043.83	32888
4357	5071.76	32888
4358	5086.04	32888
4359	5090.19	32888
4360	5102.6	32888
4361	5121.51	32888
4362	5125.59	32888
4363	5142.53	32888
4364	5158.72	32888
4365	5174.49	32888
4366	5192.46	32888
4367	5209.74	32888
4368	5217.98	32888
4369	5232.08	32888
4370	5249.7	32888
4371	5255.53	32888
4372	5282.7	32888
4373	5296.21	32888
4374	5306.54	32888
4375	5322.21	32888
4376	5327.31	32888
4377	5333.7	32888
4378	5348.48	32888
4379	5365.4	32888
4380	5383.49	32888
4381	5387.61	32888
4382	5416.66	32888
4383	5423.99	32888
4384	5452.62	32888
4385	5468.48	32888
4386	5481.24	32888
4387	5495.37	32888
4388	5504.58	32888
4389	5522.18	32888
4390	5538.49	32888
4391	5545.92	32888
4392	5562.12	32888
4393	5571.93	32888
4394	5580.03	32888
4395	5596.45	32888
4396	5607.82	32888
4397	5619.06	32888
4398	5631.18	32888
4399	5640.22	32888
4400	5648.31	32888
4401	5664.63	32888
4402	5679.09	32888
4403	5694.5	32888
4404	5712.14	32888
4405	5721.05	32888
4406	5737.72	32888
4407	5759.53	32888
4408	5767.33	32888
4409	5781.46	32888
4410	5792.67	32888
4411	5807.29	32888
4412	5824.54	32888
4413	5832.4	32888
4414	5856.35	32888
4415	5863.46	32888
4416	5880.38	32888
4417	5888.36	32888
4418	5901.16	32888
4419	5915.06	32888
4420	5936.15	32888
4421	5950.24	32888
4422	5967.09	32888
4423	5975.34	32888
4424	5984.22	32888
4425	5991.64	32888
4426	6008.12	32888
4427	6016.14	32888
4428	6025.25	32888
4429	6046.65	32888
4430	6060.74	32888
4431	6082.23	32888
4432	6091.77	32888
4433	6102.7	32888
4434	6131.18	32888
4435	6149.36	32888
4436	6158.81	32888
4437	6168.32	32888
4438	6186.5	32888
4439	6207.23	32888
4440	6222.34	32888
4441	6244.68	32888
4442	6248.91	32888
4443	6279.39	32888
4444	6283.51	32888
4445	6297.3	32888
4446	6314.4	32888
4447	6326.89	32888
4448	6341.04	32888
4449	6345.44	32888
4450	6356.96	32888
4451	6369.76	32888
4452	6389.43	32888
4453	6406.69	32888
4454	6414.24	32888
4455	6429.73	32888
4456	6448.15	32888
4457	6465.2	32888
4458	6483.98	32888
4459	6504.35	32888
4460	6520.52	32888
4461	6536.71	32888
4462	6548.48	32888
4463	6557.22	32888
4464	6569.88	32888
4465	6582.39	32888
4466	6593.22	32888
4467	6603.07	32888
4468	6619.87	32888
4469	6628.04	32888
4470	6646.38	32888
4471	6659.91	32888
4472	6665.91	32888
4473	6672.74	32888
4474	6688.25	32888
4475	6707.66	32888
4476	6728.49	32888
4477	6738.14	32888
4478	6757.41	32888
4479	6769.78	32888
4480	6777.32	32888
4481	6790.34	32888
4482	6804.44	32888
4483	6826.23	32888
4484	6835.29	32888
4485	6844.47	32888
4486	6859.33	32888
4487	6874.96	32888
4488	6883.45	32888
4489	6887.78	32888
4490	6896.24	32888
4491	6908.58	32888
4492	6929.11	32888
4493	6946.9	32888
4494	6961.74	32888
4495	6982.66	32888
4496	6995.99	32888
4497	7005.54	32888
4498	7023.75	32888
4499	7040.91	32888
4500	7056.96	32888
4501	7066.72	32888
4502	7081.75	32888
4503	7095.27	32888
4504	7123.07	32888
4505	7131.08	32888
4506	7147.36	32888
4507	7167.86	32888
4508	7185.49	32888
4509	7202.62	32888
4510	7210.91	32888
4511	7223.86	32888
4512	7232.82	32888
4513	7245.85	32888
4514	7274.07	32888
4515	7289.61	32888
4516	7300.36	32888
4517	7316.86	32888
4518	7332.19	32888
4519	7350.16	32888
4520	7366.29	32888
4521	7380.83	32888
4522	7406.58	32888
4523	7418.28	32888
4524	7433.84	32888
4525	7442.02	32888
4526	7446.49	32888
4527	7456.07	32888
4528	7466.42	32888
4529	7478.28	32888
4530	7494.99	32888
4531	7511.04	32888
4532	7525.3	32888
4533	7555	32888
4534	7570.73	32888
4535	7583.16	32888
4536	7608.82	32888
4537	7621.38	32888
4538	7639.16	32888
4539	7653.6	32888
4540	7661.2	32888
4541	7669.98	32888
4542	7678.92	32888
4543	7693.15	32888
4544	7701.26	32888
4545	7709.11	32888
4546	7719.73	32888
4547	7733.12	32888
4548	7750.18	32888
4549	7771.9	32888
4550	7786.96	32888
4551	7796.37	32888
4552	7802.85	32888
4553	7812.71	32888
4554	7819.79	32888
4555	7847.11	32888
4556	7874.68	32888
4557	7892.92	32888
4558	7907.73	32888
4559	7930.36	32888
4560	7950.24	32888
4561	7970.41	32888
4562	7982.57	32888
4563	7997.97	32888
4564	8028.31	32888
4565	8040.47	32888
4566	8054.65	32888
4567	8066.6	32888
4568	8082.1	32888
4569	8100.02	32888
4570	8106.19	32888
4571	8131.85	32888
4572	8147.14	32888
4573	8162.71	32888
4574	8179.48	32888
4575	8189.85	32888
4576	8213.74	32888
4577	8238.59	32888
4578	8253.56	32888
4579	8268.34	32888
4580	8285.43	32888
4581	8293.41	32888
4582	8312.89	32888
4583	8322.3	32888
4584	8342.33	32888
4585	8358.94	32888
4586	8371.88	32888
4587	8384.17	32888
4588	8403.42	32888
4589	8419.3	32888
4590	8431.76	32888
4591	8452.09	32888
4592	8468.65	32888
4593	8475.86	32888
4594	8480.68	32888
4595	8485.52	32888
4596	8493.69	32888
4597	8501.08	32888
4598	8517.3	32888
4599	8529.94	32888
4600	8537.01	32888
4601	8546	32888
4602	8557.24	32888
4603	8575.54	32888
4604	8590.46	32888
4605	8597.72	32888
4606	8606.97	32888
4607	8622.95	32888
4608	8632.49	32888
4609	8650.24	32888
4610	8674.22	32888
4611	8689.9	32888
4612	8706.68	32888
4613	8721.96	32888
4614	8738.38	32888
4615	8751.92	32888
4616	8786.52	34604
4617	8798.74	34604
4618	8827.56	34604
4619	8842.86	34604
4620	8855.82	34604
4621	8875.56	34604
4622	8892.38	34604
4623	8917.33	34604
4624	8924.9	34604
4625	8941.31	34604
4626	8956.15	34604
4627	8972.32	34604
4628	8993.59	34604
4629	9010.07	34604
4630	9023.75	34604
4631	9041.22	34604
4632	9055.76	34604
4633	9062.22	34604
4634	9080.58	34604
4635	9089.45	34604
4636	9098.22	34604
4637	9104.26	34604
4638	9121.41	34604
4639	9148.78	34604
4640	9158.67	34604
4641	9168.1	34604
4642	9185.13	34604
4643	9198.48	34604
4644	9215.66	34604
4645	9227.48	34604
4646	9243.8	34604
4647	9257.99	34604
4648	9281.51	34604
4649	9312.36	34604
4650	9329.2	34604
4651	9353.38	34604
4652	9369.86	34604
4653	9388.43	34604
4654	9395.85	34604
4655	9410.72	34604
4656	9420.24	34604
4657	9437.29	34604
4658	9458.67	34604
4659	9474.45	34604
4660	9493.69	34604
4661	9500.01	34604
4662	9515.78	34604
4663	9525.23	34604
4664	9533.35	34604
4665	9546.24	34604
4666	9561.32	34604
4667	9573.94	34604
4668	9582.76	34604
4669	9598.29	34604
4670	9613.65	34604
4671	9627.1	34604
4672	9635.58	34604
4673	9643.37	34604
4674	9656	34604
4675	9685.58	34604
4676	9704.19	34604
4677	9713.28	34604
4678	9729.4	34604
4679	9748.8	34604
4680	9757.49	34604
4681	9772.12	34604
4682	9788.57	34604
4683	9800.34	34604
4684	9810.19	34604
4685	9827.17	34604
4686	9845.68	34604
4687	9857.85	34604
4688	9883.68	34604
4689	9899.01	34604
4690	9908.89	34604
4691	9920.88	34604
4692	9937.07	34604
4693	9945.18	34604
4694	9955.57	34604
4695	9971.03	34604
4696	10001.2	34604
4697	10028.1	34604
4698	10040.3	34604
4699	10055.7	34604
4700	10068.6	34604
4701	10081.6	34604
4702	10094.2	34604
4703	10114.4	34604
4704	10129	34604
4705	10149.4	34604
4706	10156.9	34604
4707	10164.2	34604
4708	10177.7	34604
4709	10180.4	34604
4710	10187.5	34604
4711	10195.9	34604
4712	10202.3	34604
4713	10218.5	34604
4714	10232.6	34604
4715	10248.5	34604
4716	10263.5	34604
4717	10276.7	34604
4718	10295.8	34604
4719	10306.5	34604
4720	10342.6	36036
4721	10359.4	36036
4722	10383.7	36036
4723	10392.6	36036
4724	10409.4	36036
4725	10424	36036
4726	10441	36036
4727	10467.1	36036
4728	10478	36036
4729	10491.2	36036
4730	10505.9	36036
4731	10535.6	36036
4732	10544.3	36036
4733	10559.4	36036
4734	10574	36036
4735	10596.7	36036
4736	10628.2	36036
4737	10643.1	36036
4738	10649.1	36036
4739	10662.2	36036
4740	10681.6	36036
4741	10698.3	36036
4742	10728	36036
4743	10741	36036
4744	10755.5	36036
4745	10769.7	36036
4746	10790	36036
4747	10804.1	36036
4748	10812.3	36036
4749	10825.4	36036
4750	10834.3	36036
4751	10846.8	36036
4752	10871.7	36036
4753	10889.9	36036
4754	10903.6	36036
4755	10915.6	36036
4756	10927.1	36036
4757	10943.4	36036
4758	10951.1	36036
4759	10963.6	36036
4760	10981.5	36036
4761	10992.4	36036
4762	10999.6	36036
4763	11006.9	36036
4764	11011.4	36036
4765	11033.4	36036
4766	11044	36036
4767	11067.2	36036
4768	11078.3	36036
4769	11086.7	36036
4770	11096	36036
4771	11103.1	36036
4772	11118.4	36036
4773	11128.3	36036
4774	11156.2	36036
4775	11174	36036
4776	11209.5	36036
4777	11227.9	36036
4778	11245.7	36036
4779	11273.9	36036
4780	11291.8	36036
4781	11313.6	36036
4782	11320.1	36036
4783	11335.2	36036
4784	11348.4	36036
4785	11368.1	36036
4786	11386.8	36036
4787	11394.7	36036
4788	11427.2	36036
4789	11434.6	36036
4790	11450.8	36036
4791	11471.1	36036
4792	11476.6	36036
4793	11484.4	36036
4794	11493.6	36036
4795	11498.6	36036
4796	11511.8	36036
4797	11530.7	36036
4798	11546.8	36036
4799	11558.5	36036
4800	11573.3	36036
4801	11595.1	36036
4802	11609.2	36036
4803	11625.1	36036
4804	11631.8	36036
4805	11655.8	36036
4806	11671	36036
4807	11684.9	36036
4808	11701.3	36036
4809	11726.3	36036
4810	11738.5	36036
4811	11755.4	36036
4812	11772.6	36036
4813	11787.4	36036
4814	11798	36036
4815	11809.9	36036
4816	11819.1	36036
4817	11831.9	36036
4818	11841.8	36036
4819	11858.5	36036
4820	11875.8	36036
4821	11890.9	36036
4822	11909.1	36036
4823	11918.7	36036
4824	11929.3	36036
4825	11946.5	36036
4826	11964.7	36036
4827	11989.6	36036
4828	12002.3	36036
4829	12019.1	36036
4830	12031.4	36036
4831	12045.4	36036
4832	12063.4	36036
4833	12067.6	36036
4834	12074.1	36036
4835	12091.6	36036
4836	12108.6	36036
4837	12122.3	36036
4838	12140.1	36036
4839	12155.9	36036
4840	12172.8	36036
4841	12201.6	36036
4842	12219.1	36036
4843	12241.1	36036
4844	12253	36036
4845	12276.4	36036
4846	12304.2	36036
4847	12320.9	36036
4848	12333.2	36036
4849	12340.6	36036
4850	12362.4	36036
4851	12376.1	36036
4852	12394.8	36036
4853	12403	36036
4854	12420.6	36036
4855	12433.9	36036
4856	12439.5	36036
4857	12445.1	36036
4858	12451.9	36036
4859	12461.8	36036
4860	12474.7	36036
4861	12494.2	36036
4862	12513.7	36036
4863	12530.8	36036
4864	12549	36036
4865	12559.7	36036
4866	12565.3	36036
4867	12582.1	36036
4868	12590.9	36036
4869	12607.2	36036
4870	12612.8	36036
4871	12639.9	36036
4872	12648.3	36036
4873	12676.1	36036
4874	12689.1	36036
4875	12698.8	36036
4876	12706.5	36036
4877	12726.9	36036
4878	12743.9	36036
4879	12761.2	36036
4880	12767.5	36036
4881	12783.8	36036
4882	12804.7	36036
4883	12821.6	36036
4884	12837.8	36036
4885	12857	36036
4886	12874.8	36036
4887	12891.6	36036
4888	12915.5	36036
4889	12929.3	36036
4890	12945.9	36036
4891	12967.4	36036
4892	12986.6	36036
4893	13009.4	36036
4894	13025.7	36036
4895	13052.1	36036
4896	13068.3	36036
4897	13076.4	36036
4898	13084.6	36036
4899	13099.5	36036
4900	13115.3	36036
4901	13131.7	36036
4902	13150.6	36036
4903	13172.5	36036
4904	13181.6	36036
4905	13194.9	36036
4906	13216.3	36036
4907	13238.9	36036
4908	13257.1	36036
4909	13266.3	36036
4910	13286.5	36036
4911	13290.6	36036
4912	13301.3	36036
4913	13310.2	36036
4914	13322.4	36036
4915	13338.9	36036
4916	13366.7	36036
4917	13374.4	36036
4918	13398.5	36036
4919	13406.1	36036
4920	13410.6	36036
4921	13415.4	36036
4922	13436.8	36036
4923	13451	36036
4924	13471.3	36036
4925	13476.9	36036
4926	13480.9	36036
4927	13496.3	36036
4928	13503.7	36036
4929	13512	36036
4930	13530.1	36036
4931	13546.8	36036
4932	13564	36036
4933	13571	36036
4934	13590.7	36036
4935	13597	36036
4936	13613.9	36036
4937	13628.7	36036
4938	13643.4	36036
4939	13658	36036
4940	13666	36036
4941	13684.2	36036
4942	13693.9	36036
4943	13702.8	36036
4944	13716.9	36036
4945	13743.5	36036
4946	13778.4	36036
4947	13790.9	36036
4948	13808	36036
4949	13820.9	36036
4950	13831.1	36036
4951	13853.3	36036
4952	13871.7	36036
4953	13889	36036
4954	13898.8	36036
4955	13908.7	36036
4956	13914.9	36036
4957	13925.4	36036
4958	13943.2	36036
4959	13957.9	36036
4960	13974.1	36036
4961	13986.6	36036
4962	14007.3	36036
4963	14034.7	36036
4964	14044.5	36036
4965	14054.1	36036
4966	14067	36036
4967	14083.4	36036
4968	14105.7	36036
4969	14118.9	36036
4970	14154.6	36036
4971	14171.9	36036
4972	14184	36036
4973	14193.6	36036
4974	14207.3	36036
4975	14228.4	36036
4976	14238	36036
4977	14266.9	36036
4978	14294.6	36036
4979	14308.2	36036
4980	14328.9	36036
4981	14346.3	36036
4982	14350	36036
4983	14355.8	36036
4984	14370.6	36036
4985	14387	36036
4986	14394.4	36036
4987	14409.5	36036
4988	14417.6	36036
4989	14433.7	36036
4990	14442.9	36036
4991	14462.9	36036
4992	14488.6	36036
4993	14513.5	36036
4994	14517.6	36036
4995	14549	36036
4996	14584.8	36036
4997	14601.3	36036
4998	14611.3	36036
4999	14625.7	36036
5000	14646.5	36036
5001	5.728	5728
5002	24.344	18616
5003	51.992	27648
5004	72.06	27648
5005	79.696	27648
5006	95.348	27648
5007	113.96	27648
5008	134.248	27648
5009	150.388	27648
5010	167.432	27648
5011	179.84	27648
5012	193.74	27648
5013	207.708	27648
5014	235.976	28268
5015	259.308	28268
5016	266.72	28268
5017	278.936	28268
5018	295.6	28268
5019	307.248	28268
5020	319.088	28268
5021	328.852	28268
5022	334.812	28268
5023	360.54	28268
5024	377.772	28268
5025	390.26	28268
5026	406.16	28268
5027	417.748	28268
5028	429.528	28268
5029	442.34	28268
5030	456.024	28268
5031	472.772	28268
5032	500.888	28268
5033	515.332	28268
5034	527.732	28268
5035	542.084	28268
5036	556.544	28268
5037	561.42	28268
5038	579.652	28268
5039	595.164	28268
5040	605.548	28268
5041	625.988	28268
5042	631.98	28268
5043	648.656	28268
5044	667.116	28268
5045	692.78	28268
5046	709.744	28268
5047	718.86	28268
5048	734.54	28268
5049	746.816	28268
5050	772.376	28268
5051	789.4	28268
5052	805.82	28268
5053	814.62	28268
5054	821.344	28268
5055	847.188	28268
5056	862.264	28268
5057	882.668	28268
5058	902.988	28268
5059	916.08	28268
5060	942.512	28268
5061	947.712	28268
5062	962.312	28268
5063	977.092	28268
5064	1007.8	30704
5065	1027.2	30704
5066	1035.86	30704
5067	1046.96	30704
5068	1057.62	30704
5069	1079.7	30704
5070	1101.18	30704
5071	1130.63	30704
5072	1143.19	30704
5073	1151.99	30704
5074	1159.34	30704
5075	1166.48	30704
5076	1183.2	30704
5077	1204.74	30704
5078	1214.7	30704
5079	1238.58	30704
5080	1253.08	30704
5081	1271.37	30704
5082	1278.47	30704
5083	1290.1	30704
5084	1302.2	30704
5085	1311.28	30704
5086	1329.85	30704
5087	1346.68	30704
5088	1358.29	30704
5089	1370.7	30704
5090	1389.38	30704
5091	1400.9	30704
5092	1413.99	30704
5093	1418.6	30704
5094	1432.28	30704
5095	1465.18	32908
5096	1474.3	32908
5097	1494.57	32908
5098	1507.88	32908
5099	1524.74	32908
5100	1534.35	32908
5101	1542.52	32908
5102	1559.14	32908
5103	1593.8	34660
5104	1609.99	34660
5105	1623.1	34660
5106	1638.74	34660
5107	1651.67	34660
5108	1670.03	34660
5109	1679.25	34660
5110	1696.47	34660
5111	1705.94	34660
5112	1730.3	34660
5113	1747.09	34660
5114	1774.86	34660
5115	1792.41	34660
5116	1809.47	34660
5117	1820.5	34660
5118	1830.06	34660
5119	1845.71	34660
5120	1861.84	34660
5121	1884.89	34660
5122	1892.15	34660
5123	1908.3	34660
5124	1930.85	34660
5125	1938.62	34660
5126	1965.04	34660
5127	1982.16	34660
5128	2002.24	34660
5129	2009.68	34660
5130	2029.2	34660
5131	2038.99	34660
5132	2046.88	34660
5133	2056.82	34660
5134	2068.45	34660
5135	2085.5	34660
5136	2101.83	34660
5137	2108.04	34660
5138	2113.86	34660
5139	2123.31	34660
5140	2130.76	34660
5141	2151.4	34660
5142	2160.18	34660
5143	2169.38	34660
5144	2181.66	34660
5145	2191.52	34660
5146	2211.2	34660
5147	2229.36	34660
5148	2249.46	34660
5149	2253.13	34660
5150	2261.57	34660
5151	2277.59	34660
5152	2289.76	34660
5153	2297.61	34660
5154	2306.42	34660
5155	2325.1	34660
5156	2340.58	34660
5157	2358.34	34660
5158	2365.62	34660
5159	2373.7	34660
5160	2384.94	34660
5161	2401.12	34660
5162	2417.28	34660
5163	2431.86	34660
5164	2449.95	34660
5165	2465.96	34660
5166	2472.24	34660
5167	2491.95	34660
5168	2514.77	34660
5169	2523.66	34660
5170	2541.81	34660
5171	2552.43	34660
5172	2567.01	34660
5173	2585.42	34660
5174	2595.41	34660
5175	2615.04	34660
5176	2622.07	34660
5177	2636.17	34660
5178	2642.19	34660
5179	2666.71	34660
5180	2676.11	34660
5181	2703.04	34660
5182	2719.28	34660
5183	2736.67	34660
5184	2749.2	34660
5185	2770.83	34660
5186	2787.38	34660
5187	2805.48	34660
5188	2832.77	34660
5189	2854.5	34660
5190	2858.56	34660
5191	2870.66	34660
5192	2886.13	34660
5193	2902.79	34660
5194	2922.82	34660
5195	2932.84	34660
5196	2954.71	34660
5197	2961.11	34660
5198	2987.61	34660
5199	3000.09	34660
5200	3008.88	34660
5201	3019.9	34660
5202	3032.02	34660
5203	3033.72	34660
5204	3054.66	34660
5205	3070.15	34660
5206	3083.58	34660
5207	3099	34660
5208	3108.81	34660
5209	3117.8	34660
5210	3132.28	34660
5211	3139.72	34660
5212	3154.2	34660
5213	3166.91	34660
5214	3191.36	34660
5215	3198.17	34660
5216	3234.04	35872
5217	3248.21	35872
5218	3265.31	35872
5219	3282.47	35872
5220	3298.87	35872
5221	3315.05	35872
5222	3323.76	35872
5223	3331.42	35872
5224	3340.85	35872
5225	3351.54	35872
5226	3361.02	35872
5227	3377.99	35872
5228	3391.84	35872
5229	3405.52	35872
5230	3418.64	35872
5231	3435.16	35872
5232	3442.59	35872
5233	3480.48	37888
5234	3491.18	37888
5235	3511.2	37888
5236	3529.3	37888
5237	3543.96	37888
5238	3564.35	37888
5239	3592.14	37888
5240	3609.94	37888
5241	3631.41	37888
5242	3652.46	37888
5243	3675.28	37888
5244	3692.04	37888
5245	3698.4	37888
5246	3707.44	37888
5247	3711.69	37888
5248	3730.32	37888
5249	3737.9	37888
5250	3754.76	37888
5251	3766.4	37888
5252	3785.08	37888
5253	3793.35	37888
5254	3815.15	37888
5255	3824.44	37888
5256	3828.59	37888
5257	3843.23	37888
5258	3859.38	37888
5259	3865.44	37888
